Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments,Homework_Score,Final_Score
S11153,Geography,83,-5,Thank court bill bar hear bad raise dream newspaper discuss growth.,5.0,59.599999999999994
S01334,Science,88,80%,Crime decide explain very for bank second political mouth face.,80.0,85.6
S11570,History,97,90,Must several indicate Democrat hear TV store rock.,90.0,94.89999999999999
S02418,Geography,48,95,Main not head decision say compare present body instead model.,95.0,62.099999999999994
S05692,Geography,62,-5,Sometimes another section other color record.,5.0,44.9
S08806,Math,42,80%,Voice big pretty just build food itself drive one none start stock.,80.0,53.4
S08702,Geography,53,80%,Decision political reason political majority eye under usually.,80.0,61.099999999999994
S00377,English,82,100%,Size quickly soon all weight here.,100.0,87.4
S04063,Math,93,90,Whole individual knowledge goal task learn enter piece president level identify.,90.0,92.1
S05025,Arabic,71,100%,Try break finally window program fall remember science low also budget station daughter.,100.0,79.69999999999999
S04403,Science,107,95,Concern can stuff skin about change treatment early ever citizen.,95.0,103.39999999999999
S02395,Geography,41,-5,Election strong entire surface business theory visit culture upon newspaper country surface.,5.0,30.2
S01107,Math,107,95,Another exactly past dark sea once.,95.0,103.39999999999999
S07848,English,105,80%,Table determine worker side dream responsibility baby education visit ten.,80.0,97.5
S09064,Math,68,100%,Half hospital century democratic cold dog social indeed already culture once rise.,100.0,77.6
S03271,English,54,95,Manage power central author election could street.,95.0,66.3
S03457,Science,99,80%,Forget nice which couple reality eight.,80.0,93.3
S03003,Geography,41,80%,End social keep example eye soon image entire program white civil.,80.0,52.7
S05527,English,83,100%,Executive improve listen buy race finally tell must behavior not major.,100.0,88.1
S02505,Science,58,-5,Staff she less expert together TV life war early share Congress hundred political.,5.0,42.099999999999994
S07862,Science,110,95,Air buy example short floor street.,95.0,105.5
S10045,Geography,60,100%,Large individual push six fly later model medical message there.,100.0,72.0
S01264,Science,48,100%,Imagine field detail job beyond southern and lawyer say.,100.0,63.599999999999994
S05291,English,103,95,Able someone man top town require represent difference move.,95.0,100.6
S04458,Math,83,80%,Hospital another indicate until wall material concern land off.,80.0,82.1
S01173,Science,95,100%,Challenge rather worker pay federal important we certain talk head allow everything where.,100.0,96.5
S01609,English,92,80%,Door from reveal never democratic fight build half my myself structure allow production.,80.0,88.39999999999999
S06998,Geography,82,80%,Drug occur age respond evidence I develop moment property soon there.,80.0,81.4
S01596,History,71,100%,Natural record world body her public nothing current seat.,100.0,79.69999999999999
S06717,Geography,69,100%,Seek doctor activity know to property nearly occur kind wear drive set also.,100.0,78.3
S06140,Arabic,94,90,Little crime begin generation tree art strong resource seem rich.,90.0,92.8
S05555,Science,49,95,Everybody baby toward toward green stock bad everybody.,95.0,62.8
S05405,Geography,86,-5,Investment treat yet cost ten into.,5.0,61.699999999999996
S07727,Math,98,-5,Able quite wife according visit try decade young year front common.,5.0,70.1
S01107,English,91,80%,Per to only today at direction night start.,80.0,87.69999999999999
S10937,History,72,95,Purpose face short sure officer enjoy like operation market hot force prove early likely.,95.0,78.9
S05446,Arabic,96,100%,Health director institution teacher protect recent cell.,100.0,97.19999999999999
S06474,English,68,90,Fact need both end end together from newspaper mind box court training.,90.0,74.6
S01509,Math,59,-5,Woman worry long party writer whatever almost oil sport mother another total.,5.0,42.8
S06625,Arabic,81,80%,Impact occur teacher national study economic great way occur investment challenge shoulder.,80.0,80.69999999999999
S00576,Arabic,76,-5,Figure fast me daughter else history develop upon such.,5.0,54.699999999999996
S01317,English,57,95,Then conference use age big fight.,95.0,68.4
S05067,Geography,76,95,Race growth car body story way bag table whose nature memory stop.,95.0,81.69999999999999
S10677,Geography,80,80%,Process wear born religious light pretty soon western hospital house serious design image.,80.0,80.0
S11358,History,65,90,Paper owner education beat decide past first how.,90.0,72.5
S04661,Science,77,100%,Old usually executive region state result north manager although child.,100.0,83.9
S01906,English,99,100%,Resource culture arrive bag customer agree low lead exist future marriage.,100.0,99.3
S10642,Geography,59,80%,,80.0,65.3
S07106,Geography,55,80%,Rather rise personal middle force water nice.,80.0,62.5
S01410,History,89,90,Bed strategy approach several security fine especially eight.,90.0,89.3
S08974,Geography,56,-5,Prove way group moment couple resource likely ball.,5.0,40.699999999999996
S00087,English,42,90,Partner system those condition give far song public per film.,90.0,56.4
S05873,Math,73,100%,Effect theory possible improve part company discussion often some fact.,100.0,81.1
S00232,English,49,80%,Among no model market leg PM forget own.,80.0,58.3
S01796,Geography,88,90,Nice foreign force day building husband Republican really at determine summer.,90.0,88.6
S11611,Arabic,94,95,Reduce whom woman may human black listen wall voice require pay off up government.,95.0,94.3
S01473,Arabic,99,95,Piece ability behavior people night art.,95.0,97.8
S00621,History,76,80%,Very picture energy window assume anything.,80.0,77.19999999999999
S10864,Science,109,90,Growth even someone also hear fire sort level letter always.,90.0,103.3
S08199,Geography,79,80%,New full offer draw thus bank edge top mouth commercial how then little.,80.0,79.3
S05093,English,103,-5,Office check discover summer color recently investment.,5.0,73.6
S04674,English,89,80%,Process myself by him sport small property agree baby or necessary artist teacher.,80.0,86.3
S04527,Arabic,110,90,,90.0,104.0
S09165,English,94,100%,,100.0,95.8
S06051,Science,103,-5,Shake which six out total evening check huge relate part just.,5.0,73.6
S00510,History,69,95,Campaign worry debate tough scientist school work lot push discussion.,95.0,76.8
S05668,Arabic,97,95,Model finish compare up event recently crime edge memory carry all help church.,95.0,96.39999999999999
S03973,History,41,80%,Toward close rise night production as experience part program area room could surface.,80.0,52.7
S02777,History,43,80%,Personal house meeting himself street pattern pressure success debate wide almost edge.,80.0,54.099999999999994
S10739,Math,99,-5,North can eat point small pay street economic level this.,5.0,70.8
S09954,Arabic,88,90,Card eye company she environment so behavior south matter sense page recently reflect.,90.0,88.6
S01874,Math,72,-5,Report stage beautiful which relationship thus item enjoy.,5.0,51.9
S09772,History,70,80%,Allow step western last director box.,80.0,73.0
S04018,Arabic,55,-5,Speak everybody whatever thus democratic major friend certainly research draw.,5.0,40.0
S06926,Science,107,80%,Available center field simply within himself argue bed second standard account.,80.0,98.89999999999999
S06277,Arabic,65,100%,List member energy senior question everybody phone economy ahead image way key.,100.0,75.5
S04508,Science,80,95,Develop history just everybody firm current learn wife garden safe happen occur piece.,95.0,84.5
S04061,History,61,80%,Behavior deep energy bank could one company agreement believe responsibility computer foreign.,80.0,66.69999999999999
S01960,Science,54,90,Congress ok agreement art floor chance.,90.0,64.8
S09768,Math,50,80%,Him company free economic happen boy organization theory every.,80.0,59.0
S08299,History,64,100%,Recognize information decision professional now try admit source project.,100.0,74.8
S08156,Geography,80,-5,Else fire collection help necessary that news always range wide house.,5.0,57.5
S00666,History,92,95,Would today public management view player painting garden bar thus reduce.,95.0,92.89999999999999
S09944,Science,59,-5,Debate southern think home one bag carry these skin it along smile claim.,5.0,42.8
S05626,Geography,43,80%,Yes allow manage impact view game game memory low happy deep today may short.,80.0,54.099999999999994
S10583,English,106,100%,Authority drug guy painting kid capital push travel through to.,100.0,104.19999999999999
S05068,History,67,90,Consider culture if almost PM mouth before.,90.0,73.9
S04851,English,109,90,They radio power then citizen thousand window.,90.0,103.3
S09548,Geography,81,95,Event degree else high age tough wall.,95.0,85.19999999999999
S06341,Arabic,103,80%,Give fall weight chair consumer charge.,80.0,96.1
S01864,History,66,-5,,5.0,47.699999999999996
S10946,Geography,84,100%,Consumer with alone officer organization city school goal mother possible something.,100.0,88.8
S02849,Science,82,80%,Project structure wind despite although thought admit listen wind determine so spend.,80.0,81.4
S09156,English,81,80%,Art kid cover effect close strategy since letter everything method church with prevent.,80.0,80.69999999999999
S11598,Math,92,80%,After staff free political vote similar.,80.0,88.39999999999999
S10145,English,87,100%,Successful window live free rise improve story thing wind bed yet social.,100.0,90.9
S04695,History,85,100%,Interest over almost evidence a like.,100.0,89.5
S11334,Science,57,90,Section remember everyone other should newspaper forward whose face check star.,90.0,66.9
S10605,Math,44,95,Goal that commercial join attorney rock be medical change guy expert.,95.0,59.3
S11218,Geography,44,90,,90.0,57.8
S03685,Math,63,95,Now enter left economic industry work reduce response decide red.,95.0,72.6
S04151,Math,45,100%,Out spring discover perhaps collection training young media suffer pick so.,100.0,61.5
S09157,Science,88,80%,Another treat break tend subject senior positive fall guy which.,80.0,85.6
S07322,Science,75,-5,Interview onto behind evidence different see beyond stay fill hour rock yes.,5.0,54.0
S07245,History,72,80%,Discussion as yard indicate offer responsibility billion few artist free add.,80.0,74.4
S01091,English,94,100%,Treat study whether anyone fire do.,100.0,95.8
S01873,English,97,-5,Term life reflect record be mean represent series husband young alone.,5.0,69.39999999999999
S02577,Math,93,80%,Buy out affect point kitchen born white not billion include so attorney.,80.0,89.1
S05209,Geography,88,100%,,100.0,91.6
S01583,Science,89,80%,,80.0,86.3
S07713,Science,50,90,Dog candidate provide create final financial.,90.0,62.0
S04716,Math,56,80%,Recently card now art unit build of cold participant guess fly night.,80.0,63.199999999999996
S07311,English,76,90,Friend American lead lose data serious research.,90.0,80.19999999999999
S06310,Math,92,100%,Either accept exactly dream task in cut skin property.,100.0,94.39999999999999
S00306,Arabic,99,-5,Run type majority will sure pay total say finally matter identify.,5.0,70.8
S06193,History,48,80%,Drug what mean live off increase especially too stuff.,80.0,57.599999999999994
S07278,History,86,80%,Fear start party boy something treat man approach indeed law nature poor might.,80.0,84.19999999999999
S05191,Geography,104,100%,Suffer industry message number interest meet build health over outside close vote church.,100.0,102.8
S09054,English,109,100%,Kitchen either defense class including sure almost floor truth measure as list individual.,100.0,106.3
S09391,Math,65,90,International long tax table ten push soon Republican fast toward.,90.0,72.5
S01672,History,66,90,Military can your true opportunity western couple how consider law wait under whole.,90.0,73.19999999999999
S04348,Science,99,90,Pick radio particular air law service rise vote establish simply partner.,90.0,96.3
S05280,Science,87,90,Serve campaign father type human talk stop million fight return.,90.0,87.9
S01979,Arabic,71,-5,,5.0,51.199999999999996
S05105,Math,89,95,Smile difference hand business spring wait win spend play century rest strategy air.,95.0,90.8
S03801,Math,103,80%,Decide pretty conference cause five wind.,80.0,96.1
S05713,History,76,100%,Recent just movement leave bit page.,100.0,83.19999999999999
S02352,Math,99,90,Often home technology western create see station wonder current successful picture send.,90.0,96.3
S00675,Science,62,90,Right fall at full peace stage write interest whole tough eye teach.,90.0,70.4
S04067,Science,99,100%,Ready others learn month condition wife design institution figure guy magazine.,100.0,99.3
S03652,Math,53,90,Land teach science prevent family them compare.,90.0,64.1
S07076,English,105,100%,Research push war least study determine effort pattern.,100.0,103.5
S07457,Math,89,95,Unit tough seem student build chair house.,95.0,90.8
S05981,English,75,80%,Charge very itself serve fund foot friend instead letter respond exactly century.,80.0,76.5
S08696,Science,94,80%,Red role inside investment start task yeah near management.,80.0,89.8
S04929,English,103,90,Leg attention rate red short yet also audience.,90.0,99.1
S08905,Science,40,95,Series employee least discuss lot away father resource catch more late stuff.,95.0,56.5
S02524,History,49,-5,Say recently agent religious interview dog term.,5.0,35.8
S06318,History,48,90,Person state far letter when vote ago feel beyond.,90.0,60.599999999999994
S09150,Geography,50,80%,Summer general it yourself skin kid there own animal three.,80.0,59.0
S02198,History,43,95,Thought skill call instead movement free.,95.0,58.599999999999994
S08781,Math,58,95,Truth big away now picture thing window ahead.,95.0,69.1
S11588,Science,97,80%,Who tend tonight audience line executive wide style can size range meet child.,80.0,91.89999999999999
S01314,History,70,80%,Defense list heavy never walk full.,80.0,73.0
S06198,Math,98,-5,Culture today image notice foreign my music miss.,5.0,70.1
S03609,Arabic,50,80%,Above former fund reach draw serious talk party step instead perhaps attack TV.,80.0,59.0
S10691,History,91,80%,,80.0,87.69999999999999
S07127,English,90,90,,90.0,90.0
S08702,Math,41,-5,Although shoulder spend mean ten even response reality down know.,5.0,30.2
S07087,History,90,80%,Leader occur learn yet decision seat my charge issue believe give upon sometimes.,80.0,87.0
S07387,English,101,95,Hundred security even court black would range require face cover couple.,95.0,99.19999999999999
S05098,Science,56,100%,Less generation sense edge majority although season dog dinner because Congress.,100.0,69.19999999999999
S07635,Science,65,-5,Soldier hope best and where attorney inside development job example early.,5.0,47.0
S04356,English,109,80%,Star even somebody detail question rock car.,80.0,100.3
S04821,History,97,100%,Kid drug view again set commercial everybody.,100.0,97.89999999999999
S09617,Science,77,100%,Feeling if budget share human gun run story treatment marriage different whole cause.,100.0,83.9
S08424,English,44,80%,Friend section produce sure walk officer foot drive civil test firm particularly.,80.0,54.8
S02755,Math,107,-5,Turn knowledge into listen any analysis head catch yet.,5.0,76.39999999999999
S02350,Geography,97,80%,Care without friend body push something discussion set baby.,80.0,91.89999999999999
S04461,Science,90,95,Thing performance it somebody sit summer economy.,95.0,91.5
S03490,Geography,46,80%,Security experience western phone individual structure find thousand.,80.0,56.199999999999996
S08513,History,51,100%,When learn war section space manager consumer.,100.0,65.69999999999999
S04029,Geography,102,90,Agent you suffer law same language reach crime purpose.,90.0,98.39999999999999
S06101,Geography,65,100%,Difference help evening couple face with seven size stock.,100.0,75.5
S03587,Geography,52,80%,Wear join hotel second tough dinner.,80.0,60.4
S10934,Math,101,-5,Effort station wife guy example fill class media against share end.,5.0,72.19999999999999
S05273,History,64,80%,Fear campaign while section rest before mouth important wrong police white.,80.0,68.8
S09050,Arabic,43,-5,College various wide though skill result nearly hour officer hope already of her.,5.0,31.599999999999998
S03381,Arabic,70,95,Head teacher much follow fine including test relationship agree argue senior.,95.0,77.5
S00557,Arabic,95,90,Early yourself hear listen never protect particular design threat reflect these imagine performance.,90.0,93.5
S05246,Geography,60,100%,Learn would check price increase skill.,100.0,72.0
S06235,English,90,90,Goal for time expect goal whatever best old will member many consider some.,90.0,90.0
S00329,Arabic,110,95,,95.0,105.5
S04510,Geography,66,-5,Mouth data three near source structure bring per suddenly poor change theory.,5.0,47.699999999999996
S11738,English,79,90,Increase blue tend line news today science agent energy for consider media common.,90.0,82.3
S09103,English,96,-5,Brother community already trip president wear learn.,5.0,68.69999999999999
S07778,Arabic,69,-5,Product main imagine at beyond budget.,5.0,49.8
S01690,English,107,80%,True effect require unit parent order themselves today draw full yard share.,80.0,98.89999999999999
S02860,English,59,95,,95.0,69.8
S06838,English,89,95,Detail yard require behind certainly value half cause their Mr stuff.,95.0,90.8
S09041,Math,48,80%,Side executive trial medical her recently second ahead wrong.,80.0,57.599999999999994
S10712,Math,56,100%,Key piece cost fear stop someone question answer series majority inside prove.,100.0,69.19999999999999
S00144,Geography,96,100%,Detail perhaps really will serious foreign call everybody sing human sport drop begin.,100.0,97.19999999999999
S03751,Arabic,58,90,Prove son common campaign occur around.,90.0,67.6
S03071,Geography,77,-5,Even our trial huge course sport huge now perhaps.,5.0,55.4
S11471,English,44,90,Smile generation ready change final consider couple issue address father fast than store.,90.0,57.8
S09342,History,66,100%,Scene wide to federal husband husband send all strategy year claim.,100.0,76.19999999999999
S04201,Math,57,80%,Hit eye top notice environmental go including.,80.0,63.9
S06146,English,96,80%,Perhaps notice citizen heavy college low experience same career.,80.0,91.19999999999999
S03246,Math,59,-5,Budget across process strong among need item friend eat national.,5.0,42.8
S05994,Geography,91,90,Sense who oil up activity public current history shake measure college away.,90.0,90.69999999999999
S10683,Science,75,95,Like hand never agency movie experience technology opportunity charge imagine television.,95.0,81.0
S11670,English,96,100%,Decide ahead central truth hundred five candidate.,100.0,97.19999999999999
S01970,History,48,90,Decade eight wonder board if ahead word response.,90.0,60.599999999999994
S11391,History,49,90,Eat change save our scientist cause general at government.,90.0,61.3
S01944,Geography,89,80%,Operation figure modern real any generation company specific play strategy.,80.0,86.3
S02746,History,103,100%,None arrive PM rate national hold community within close.,100.0,102.1
S02785,Science,83,80%,Wind commercial point expert suddenly would perform play story student war.,80.0,82.1
S02907,Math,49,80%,Product again develop like chance also order.,80.0,58.3
S08982,History,107,95,Management agent deep more when audience clearly act newspaper scene feel score common.,95.0,103.39999999999999
S11043,English,55,95,,95.0,67.0
S07499,Arabic,46,80%,Feel continue affect machine part product card former mother.,80.0,56.199999999999996
S09750,Math,104,-5,Argue trial drive defense everything job list material role nice.,5.0,74.3
S12093,Arabic,61,100%,,100.0,72.69999999999999
S05041,History,77,95,Never cup factor eight very trial window.,95.0,82.4
S08442,Science,47,100%,You writer watch evidence everything yourself economy if want.,100.0,62.9
S09426,History,92,-5,Across employee cut month scene firm ability at technology director true collection system air.,5.0,65.89999999999999
S11589,Geography,41,95,Particular fire space piece represent owner color must.,95.0,57.2
S07178,Science,109,-5,Network individual school language allow majority work relate represent allow.,5.0,77.8
S05342,English,57,-5,City sister who child near well scene lose action.,5.0,41.4
S08595,Arabic,61,-5,Center specific sort issue two single.,5.0,44.199999999999996
S01976,Math,91,80%,Mission site woman very gun difference try minute thousand conference understand point into throw.,80.0,87.69999999999999
S01392,English,89,90,Word television own much magazine its they pass explain thousand teacher.,90.0,89.3
S00738,Science,67,-5,Make city employee your dinner still win responsibility these close.,5.0,48.4
S09614,Science,105,90,Direction away the use quickly short popular.,90.0,100.5
S02384,Geography,46,95,Camera stuff candidate add how girl debate according suffer respond condition.,95.0,60.699999999999996
S07041,Geography,105,95,Only know clear might firm develop those different.,95.0,102.0
S11722,History,44,100%,Born detail mother long effect ready war.,100.0,60.8
S05294,History,109,100%,At recent different notice each me.,100.0,106.3
S04446,Math,79,95,Sound court because consumer although table whether.,95.0,83.8
S05588,Math,57,80%,Give rock difficult represent available whatever specific likely.,80.0,63.9
S05890,Geography,82,-5,Surface his mission pay low ten head head around provide get.,5.0,58.9
S09197,Geography,79,100%,Trouble sit good eat street game.,100.0,85.3
S05681,Math,60,-5,Huge receive among sea indicate dark baby.,5.0,43.5
S04308,Geography,110,90,Despite operation note set technology beyond treat begin stand then.,90.0,104.0
S10918,Science,87,-5,Wind table report minute effect type sense job.,5.0,62.4
S08121,Arabic,91,95,Now economy to pay production indeed wrong top blue worry day everything.,95.0,92.19999999999999
S02696,Math,103,-5,,5.0,73.6
S04680,Science,67,100%,,100.0,76.9
S07205,History,106,-5,Officer activity somebody pass stock into day expect summer campaign none spring exactly.,5.0,75.69999999999999
S05793,Geography,97,90,,90.0,94.89999999999999
S00759,Math,75,80%,,80.0,76.5
S03559,History,75,-5,Force matter improve bag forward window old security watch cause.,5.0,54.0
S05189,Science,103,95,Pull answer wall pressure southern performance effect new.,95.0,100.6
S09338,Science,73,95,Maintain movement without believe site scientist sense law.,95.0,79.6
S09898,English,88,95,Hundred from worker stuff interest move would else big agree whose know.,95.0,90.1
S02112,Geography,75,95,People summer from game soldier experience yard house ready him personal.,95.0,81.0
S04517,Arabic,47,80%,Take management professional water everyone indeed money million behind moment write.,80.0,56.9
S08006,Math,94,-5,Need happen think have national painting.,5.0,67.3
S08516,History,74,100%,Save day late another paper soon sister my market public debate.,100.0,81.8
S05558,Geography,49,-5,Fight center hundred really true line arm rest indicate cost know outside.,5.0,35.8
S05641,Arabic,107,95,Above attention arm sure either more pressure image stay apply back.,95.0,103.39999999999999
S10461,Geography,79,80%,Too network bed country want second floor either side center high hit.,80.0,79.3
S09429,Science,89,95,Perhaps official develop law get win open quickly talk firm somebody rest national.,95.0,90.8
S00594,Arabic,77,95,Education at movie career small street owner perhaps raise.,95.0,82.4
S07304,Arabic,99,90,Fact American stop Democrat see sound family although commercial guy.,90.0,96.3
S01841,History,65,90,Behavior available address choice cell where act baby heart Democrat size already.,90.0,72.5
S03269,Geography,76,90,,90.0,80.19999999999999
S05176,Math,98,80%,Theory what tell sure pretty use option concern half listen chair foot.,80.0,92.6
S01240,Science,89,95,Thought individual fund consider consumer leg cup security central.,95.0,90.8
S05990,English,68,-5,Ask forward travel door subject person claim financial hotel project.,5.0,49.099999999999994
S11685,English,42,80%,Expert of position fund record trade executive north sort within position interesting.,80.0,53.4
S03745,English,73,80%,Every team simply research air policy leader happen about month you half.,80.0,75.1
S02499,Math,56,-5,,5.0,40.699999999999996
S01370,History,103,100%,,100.0,102.1
S01874,History,99,95,Teacher exist short central everybody political production none laugh trip boy only nor.,95.0,97.8
S03933,History,87,80%,Although foreign need join item difference green civil they guy manage.,80.0,84.9
S01036,Science,89,-5,Simply national detail gas raise attack.,5.0,63.8
S00926,Science,98,-5,Bit body race around east future finish soldier rise follow guy turn.,5.0,70.1
S04677,Arabic,106,100%,Appear carry collection house training environmental risk admit couple.,100.0,104.19999999999999
S09756,Math,93,80%,Attention continue happy source later week eight talk area food.,80.0,89.1
S07745,Science,73,90,Cover turn organization contain material expect look dark little through chance professional.,90.0,78.1
S02824,Geography,106,100%,Do bag assume myself direction quite staff four drop town maybe.,100.0,104.19999999999999
S07296,Geography,81,-5,Authority middle action weight every cultural official institution performance west enjoy.,5.0,58.199999999999996
S10754,English,62,100%,More less both meet sign beat recognize be issue red source enough.,100.0,73.4
S05743,Math,89,90,Top east house hotel sound material.,90.0,89.3
S07264,History,64,90,Else put site again hand though effort language.,90.0,71.8
S06782,Geography,44,95,Respond look Congress relate listen quality of major.,95.0,59.3
S02919,Science,88,-5,Wife hold writer arrive upon event dark plan news when sell suffer.,5.0,63.099999999999994
S06505,Geography,83,100%,Work focus system look also tend voice.,100.0,88.1
S07506,Math,92,100%,Focus box prevent traditional between seek small consumer staff social big room.,100.0,94.39999999999999
S06358,Arabic,75,80%,Away say door guy edge personal son culture different sense heart just least.,80.0,76.5
S04612,English,53,100%,Natural region two true affect music interview his.,100.0,67.1
S01794,Arabic,46,80%,Upon particular authority green identify program offer team rise talk.,80.0,56.199999999999996
S02447,History,69,100%,Floor marriage enjoy discuss international yeah set go thus.,100.0,78.3
S06410,Arabic,110,-5,Environment people one style hour season activity against ready.,5.0,78.5
S08539,Geography,75,100%,Peace list community member sit herself our one.,100.0,82.5
S04624,Math,43,80%,You art close light one successful Republican.,80.0,54.099999999999994
S11222,History,82,80%,,80.0,81.4
S08776,History,48,100%,Conference nice sing game event far.,100.0,63.599999999999994
S10357,Geography,95,90,Partner especially lay exactly also rock head four necessary dream technology.,90.0,93.5
S00807,English,67,95,Season charge ability page detail none bring news similar enough social.,95.0,75.4
S10250,Science,59,95,,95.0,69.8
S00164,Math,49,90,Travel professor voice until sound skin choose attack personal treatment you for.,90.0,61.3
S09019,Science,95,80%,Herself size project region job deep well push.,80.0,90.5
S09513,English,87,95,,95.0,89.4
S05987,History,103,95,Figure really loss career hundred until four so.,95.0,100.6
S06066,Arabic,47,80%,May cut candidate Democrat establish office score worry music than.,80.0,56.9
S07310,English,81,90,High wife war nation five bar factor contain drop throughout.,90.0,83.69999999999999
S08222,Geography,47,90,Most ground draw rock gun service.,90.0,59.9
S10378,History,91,90,War career what structure region season reflect question total rock quality.,90.0,90.69999999999999
S07849,Arabic,104,80%,Government successful mention focus campaign little job probably prevent sign administration doctor challenge.,80.0,96.8
S06877,Geography,104,-5,Space few school gas pass open thank treatment cause picture.,5.0,74.3
S01178,Arabic,53,80%,Expect rich pass occur rate situation relate protect both million recent.,80.0,61.099999999999994
S03340,Arabic,107,80%,Control water control avoid daughter force drug.,80.0,98.89999999999999
S06030,Geography,59,95,History son responsibility against huge commercial room expect guy find relate themselves agree.,95.0,69.8
S03633,English,108,80%,My she smile strong sense education stand reveal various letter plan.,80.0,99.6
S00165,History,91,-5,Debate art matter history design production believe law television can less music.,5.0,65.19999999999999
S10915,Arabic,106,95,,95.0,102.69999999999999
S10854,English,77,80%,Top life ball development consumer agency test include perform student discover Democrat activity.,80.0,77.9
S00882,Geography,110,-5,Anyone sport appear wear floor just reflect history develop instead.,5.0,78.5
S04687,Math,71,100%,Consider value former action continue road material magazine dark language student.,100.0,79.69999999999999
S11906,Math,89,80%,Cold sure create success director authority feel baby whatever tonight several place son.,80.0,86.3
S06847,Math,90,80%,Value value anyone health impact note bed road figure two.,80.0,87.0
S02663,Arabic,65,-5,Newspaper ago front population think amount economic election say quite seat magazine.,5.0,47.0
S06685,Science,104,100%,Within late off when can idea develop else citizen modern language statement year.,100.0,102.8
S08366,Math,42,-5,Smile certain beyond heavy two student push.,5.0,30.9
S09868,Arabic,54,100%,Easy glass industry beat instead begin control.,100.0,67.8
S11040,English,104,90,,90.0,99.8
S07154,Math,70,95,Clear understand great once participant lead poor little travel American.,95.0,77.5
S00813,Geography,50,-5,Every meet Democrat film during model interest half.,5.0,36.5
S12098,History,52,-5,Itself green then understand week religious movement mission would tough.,5.0,37.9
S11146,Arabic,67,90,Push thought executive or direction buy.,90.0,73.9
S02350,Math,77,90,Democratic issue fact they half happy.,90.0,80.9
S04594,Math,83,90,Relationship key trouble require likely common.,90.0,85.1
S06511,Math,59,95,Size former act chair artist five change financial.,95.0,69.8
S11011,Math,53,100%,For wait financial floor you line citizen more.,100.0,67.1
S00201,Math,88,80%,Want security husband subject see day start force but full drive.,80.0,85.6
S07222,Science,54,100%,Among effort senior carry choice between look.,100.0,67.8
S04930,Arabic,89,80%,Rise trade test position argue yard run.,80.0,86.3
S00562,Geography,56,80%,State either bag company response nearly idea show.,80.0,63.199999999999996
S11751,History,106,100%,Beat country range benefit anything anything suggest appear particular.,100.0,104.19999999999999
S11325,Arabic,87,80%,Military real economic place various continue piece meet.,80.0,84.9
S03238,Arabic,65,100%,It red enter marriage ever camera history together friend long.,100.0,75.5
S05506,Math,108,100%,Law of medical under role early role particularly accept might think public fish.,100.0,105.6
S08785,History,84,90,Economy goal mouth just will hope concern page body wear use.,90.0,85.8
S11036,Science,70,90,Question pattern me throughout low keep.,90.0,76.0
S10626,Math,109,80%,Ago resource field during material everybody organization task physical happy we identify pressure.,80.0,100.3
S07196,Science,72,100%,Answer good after check gun media soon.,100.0,80.4
S05906,Science,71,80%,,80.0,73.69999999999999
S04838,Math,78,100%,Think south today about artist under seek pick company animal carry gun sister.,100.0,84.6
S00666,Arabic,96,100%,Let economy ability level security data husband step although.,100.0,97.19999999999999
S04645,English,103,-5,Agreement key organization available toward data.,5.0,73.6
S01894,Math,108,100%,Market degree alone one air population box power hospital hospital.,100.0,105.6
S00442,Arabic,44,95,Use Democrat happen heart meet myself recent.,95.0,59.3
S09788,English,92,80%,Box I him opportunity company available national detail.,80.0,88.39999999999999
S04857,Arabic,46,80%,Member medical card show possible north reason future almost.,80.0,56.199999999999996
S11133,History,107,100%,Writer machine grow will fight their early candidate education wait determine.,100.0,104.89999999999999
S11742,Math,76,95,Anyone player job change energy catch onto cover account color paper.,95.0,81.69999999999999
S09406,Math,78,90,Same worker source thought police model late those policy physical.,90.0,81.6
S06609,History,106,100%,Surface grow against challenge food behind reduce degree think office agency start.,100.0,104.19999999999999
S11706,Math,45,80%,Project probably smile less protect space.,80.0,55.5
S02073,English,97,90,,90.0,94.89999999999999
S10329,Science,50,-5,North take half benefit not relate conference beyond woman among catch as to.,5.0,36.5
S08889,Science,96,80%,Account risk per plan as up beat.,80.0,91.19999999999999
S02731,Geography,47,100%,Increase dream Republican speak build significant word accept miss media technology.,100.0,62.9
S06404,Arabic,83,95,Cover fear huge factor blood city into city money much throughout lay.,95.0,86.6
S07819,History,44,100%,,100.0,60.8
S00438,Science,72,90,Page culture sure citizen necessary up let.,90.0,77.4
S01125,Geography,78,80%,Strategy note buy establish bill trial left miss usually reduce member address center.,80.0,78.6
S11209,Math,83,100%,Million pick item great arrive especially along.,100.0,88.1
S03529,Science,87,90,Set office television education travel born money.,90.0,87.9
S05687,Science,109,80%,Leave same far kitchen little owner skin present serious check instead learn.,80.0,100.3
S04880,Arabic,89,80%,Inside daughter image society these after future growth field director citizen general.,80.0,86.3
S11919,Arabic,107,95,Network from sea difference cell surface one system eight security.,95.0,103.39999999999999
S03123,Arabic,67,-5,Mouth see happy worker many than anything exist.,5.0,48.4
S09739,Geography,70,95,Beautiful behavior such itself group discussion catch direction.,95.0,77.5
S09928,English,81,80%,,80.0,80.69999999999999
S06435,History,58,90,Management decide medical option candidate expect note me air.,90.0,67.6
S08644,Science,87,80%,Commercial would capital nature organization fine book.,80.0,84.9
S11001,Science,92,-5,,5.0,65.89999999999999
